id,German,Article,English,ExampleSentence,CEFR,WordType,Category,ArticleQuizEligible,Source,Notes,Priority,ReviewNote
a2_0557,leidtun,,to be sorry,Es tut mir leid.,A2,verb,Feelings,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0558,leihen,,to lend/borrow,Kannst du mir einen Stift leihen?,A2,verb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0559,leise,,quiet,Bitte seid leise.,A2,adjective,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0560,lernen,,to learn,Wir lernen Deutsch.,A2,verb,School,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0561,lesen,,to read,Ich lese ein Buch.,A2,verb,School,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0562,letzt-,,last,Letzte Woche war ich krank.,A2,determiner,Time,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,High-frequency grammar/function word.
a2_0563,Leute,die,people,Viele Leute warten an der Haltestelle.,A2,noun,People,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0564,Link,der,link,Ich schicke dir den Link.,A2,noun,Technology,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0565,links,,left,Gehen Sie links.,A2,adverb,Directions,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0566,Löffel,der,spoon,Ich brauche einen Löffel.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0567,Lokal,das,restaurant/pub,Wir essen in einem kleinen Lokal.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0568,Lüge,die,lie,Das ist eine Lüge.,A2,noun,Communication,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0569,lügen,,to lie,Du sollst nicht lügen.,A2,verb,Communication,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0570,Lust,die,desire/mood,Ich habe Lust auf Schokolade.,A2,noun,Feelings,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0571,lustig,,funny,Der Film ist lustig.,A2,adjective,Feelings,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0572,machen,,to do/make,Was machst du heute?,A2,verb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0573,Mädchen,das,girl,Das Mädchen malt ein Bild.,A2,noun,People,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0574,Magen,der,stomach,Mein Magen tut weh.,A2,noun,Health,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0575,Mailbox,die,mailbox,Ich spreche auf die Mailbox.,A2,noun,Technology,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0576,Mal,das,time/occasion,Bis zum nächsten Mal!,A2,noun,Time,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0577,mal,,once/just,"Sag mal, wie geht es dir?",A2,adverb,Communication,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0578,malen,,to paint/draw,Mein Sohn malt gern.,A2,verb,Creative,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0579,man,,one/people,Hier darf man nicht rauchen.,A2,pronoun,Grammar,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,High-frequency grammar/function word.
a2_0580,manch-,,some,Manche Kinder spielen draußen.,A2,determiner,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,High-frequency grammar/function word.
a2_0581,manchmal,,sometimes,Manchmal essen wir im Restaurant.,A2,adverb,Time,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0582,Mann,der,man/husband,Der Mann wartet draußen.,A2,noun,People,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0583,männlich,,male,Bitte wählen Sie männlich oder weiblich.,A2,adjective,People,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0584,Mannschaft,die,team,Unsere Mannschaft hat gewonnen.,A2,noun,Sports,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,"Good for broader adult vocabulary, optional for first tests."
a2_0585,Mantel,der,coat,Zieh deinen Mantel an.,A2,noun,Clothing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0586,Markt,der,market,Ich gehe heute auf den Markt.,A2,noun,Shopping,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0587,meistens,,mostly/usually,Meistens trinke ich Tee.,A2,adverb,Time,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0588,Menge,die,amount/lots,Wir haben noch eine Menge Zeit.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0589,Mensch,der,person/human,Viele Menschen leben in der Stadt.,A2,noun,People,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0590,merken,,to notice/remember,Ich kann mir Namen schwer merken.,A2,verb,Learning,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0591,Messe,die,fair/trade fair,Wir gehen zur Buchmesse.,A2,noun,Work,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0592,Messer,das,knife,Das Messer ist scharf.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0593,Miete,die,rent,Die Miete ist hoch.,A2,noun,Housing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0594,mieten,,to rent,Wir möchten ein Auto mieten.,A2,verb,Housing,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0595,Milch,die,milk,Die Milch steht im Kühlschrank.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0596,mindestens,,at least,Bitte schreiben Sie mindestens fünf Sätze.,A2,adverb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0597,Mineralwasser,das,mineral water,"Ein Glas Mineralwasser, bitte.",A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0598,mit,,with,Ich komme mit meinem Freund.,A2,preposition,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,High-frequency grammar/function word.
a2_0599,mitbringen,,to bring along,Soll ich etwas mitbringen?,A2,verb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0600,mitkommen,,to come along,Kommst du mit?,A2,verb,Movement,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0601,mitmachen,,to join in,Möchtest du mitmachen?,A2,verb,Community,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0602,mitnehmen,,to take along,Ich nehme Wasser mit.,A2,verb,Travel,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0603,mitspielen,,to play along,Warum spielst du nicht mit?,A2,verb,Sports,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0604,Mitarbeiter,der,employee/staff member,Unsere Firma hat viele Mitarbeiter.,A2,noun,Work,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0605,Mittagessen,das,lunch,Um zwölf Uhr gibt es Mittagessen.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0606,Mitte,die,middle,Der Tisch steht in der Mitte.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0607,Moment,der,moment,"Einen Moment, bitte.",A2,noun,Time,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0608,morgen,,tomorrow,Morgen beginnt die Schule.,A2,adverb,Time,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0609,Motor,der,engine,Der Motor ist kaputt.,A2,noun,Transport,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0610,Motorroller,der,scooter,Er fährt mit dem Motorroller.,A2,noun,Transport,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0611,müde,,tired,Ich bin müde und gehe schlafen.,A2,adjective,Feelings,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0612,Müll,der,trash/garbage,Bring bitte den Müll raus.,A2,noun,Home,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0613,Mund,der,mouth,Öffnen Sie bitte den Mund.,A2,noun,Body,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0614,Museum,das,museum,Wir gehen ins Museum.,A2,noun,Culture,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,"Good for broader adult vocabulary, optional for first tests."
a2_0615,Musik,die,music,Ich höre gern Musik.,A2,noun,Culture,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,"Good for broader adult vocabulary, optional for first tests."
a2_0616,müssen,,must/have to,Ich muss heute arbeiten.,A2,verb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0617,Mütze,die,hat/cap,Im Winter trage ich eine Mütze.,A2,noun,Clothing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0618,nach,,after/to,Ich fahre nach München.,A2,preposition,Travel,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,High-frequency grammar/function word.
a2_0619,Nachbar,der,neighbor,Mein Nachbar kommt aus Brasilien.,A2,noun,Housing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0620,Nachbarin,die,female neighbor,Meine Nachbarin ist freundlich.,A2,noun,Housing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0621,Nachricht,die,message/news,Ich schreibe dir eine Nachricht.,A2,noun,Communication,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0622,nächste,,next,Nächste Woche beginnt der Kurs.,A2,determiner,Time,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,High-frequency grammar/function word.
a2_0623,Nähe,die,nearby/vicinity,Die Post ist in der Nähe.,A2,noun,Directions,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0624,Name,der,name,Wie ist Ihr Name?,A2,noun,People,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0625,nehmen,,to take,Ich nehme den Bus.,A2,verb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0626,nein,,no,"Nein, danke.",A2,phrase,Communication,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0627,nennen,,to call/name,Alle nennen ihn Alex.,A2,verb,Communication,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0628,nervös,,nervous,Vor Prüfungen bin ich nervös.,A2,adjective,Feelings,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0629,nett,,nice,Das ist sehr nett von dir.,A2,adjective,People,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0630,neu,,new,Ich bin der neue Mitarbeiter.,A2,adjective,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0631,nicht,,not,Ich komme heute nicht.,A2,adverb,Grammar,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0632,nichts,,nothing,Ich habe nichts verstanden.,A2,pronoun,Grammar,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,High-frequency grammar/function word.
a2_0633,nie,,never,Ich war noch nie in Paris.,A2,adverb,Time,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0634,noch,,still/yet/more,Ich habe noch Zeit.,A2,adverb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0635,nochmal,,again,Kannst du das nochmal sagen?,A2,adverb,Communication,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0636,Norden,der,north,Hamburg liegt im Norden.,A2,noun,Directions,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0637,normal,,normal,Das ist ganz normal.,A2,adjective,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0638,Note,die,grade/mark,Eva hat gute Noten.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0639,notieren,,to note/write down,Notieren Sie bitte die Nummer.,A2,verb,School,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0640,Notiz,die,note,Ich schreibe eine Notiz.,A2,noun,Communication,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0641,notwendig,,necessary,Das ist nicht notwendig.,A2,adjective,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0642,Nudel,die,noodle,Ich esse Nudeln mit Tomatensoße.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0643,Nummer,die,number,Welche Hausnummer haben Sie?,A2,noun,Numbers,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0644,offen,,open,Das Fenster ist offen.,A2,adjective,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0645,öffnen,,to open,Ich öffne die Tür.,A2,verb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0646,oft,,often,Ich gehe oft ins Kino.,A2,adverb,Time,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0647,ohne,,without,"Kaffee ohne Zucker, bitte.",A2,preposition,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,High-frequency grammar/function word.
a2_0648,Ohr,das,ear,Mein Ohr tut weh.,A2,noun,Body,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0649,Öl,das,oil,Wir brauchen Öl für den Salat.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0650,online,,online,Ich kaufe das Ticket online.,A2,adverb,Technology,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0651,Onkel,der,uncle,Mein Onkel wohnt in Berlin.,A2,noun,Family,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0652,Opa,der,grandpa,Mein Opa liest Zeitung.,A2,noun,Family,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0653,Operation,die,operation/surgery,Die Operation ist morgen.,A2,noun,Health,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0654,Ordnung,die,order,Alles ist in Ordnung.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0655,Ort,der,place/town,Der Ort ist klein.,A2,noun,Directions,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0656,Osten,der,east,Wien liegt im Osten von Österreich.,A2,noun,Directions,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0657,Paar,das,couple/pair,Ich brauche ein Paar Schuhe.,A2,noun,People,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0658,ein paar,,a few,Wir fahren ein paar Tage weg.,A2,determiner,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,High-frequency grammar/function word.
a2_0659,packen,,to pack,Ich muss meinen Koffer packen.,A2,verb,Travel,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0660,Paket,das,package,Das Paket ist für Sie.,A2,noun,Shopping,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0661,Papier,das,paper,Ich brauche Papier und Bleistift.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0662,Papiere,die,papers/documents,Haben Sie Ihre Papiere dabei?,A2,noun,Administration,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0663,Parfüm,das,perfume,Ich suche ein Parfüm als Geschenk.,A2,noun,Shopping,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Optional,"Useful later, but not needed for v0 core."
a2_0664,Passwort,das,password,Ich habe mein Passwort vergessen.,A2,noun,Technology,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0665,Pause,die,break,Wir machen eine kurze Pause.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0666,Person,die,person,Der Eintritt kostet fünf Euro pro Person.,A2,noun,People,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0667,Pferd,das,horse,Amira liebt Pferde.,A2,noun,Animals,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0668,Pflanze,die,plant,Die Pflanze braucht Wasser.,A2,noun,Nature,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,"Good for broader adult vocabulary, optional for first tests."
a2_0669,Pizza,die,pizza,Mein Lieblingsessen ist Pizza.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0670,Plakat,das,poster,Wir machen ein Plakat im Unterricht.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0671,Plan,der,plan/map,Ich kaufe einen Stadtplan.,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0672,planen,,to plan,Wir planen eine Klassenparty.,A2,verb,Work,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0673,Platz,der,place/seat/square,Hier ist noch ein Platz frei.,A2,noun,Directions,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0674,plötzlich,,suddenly,Plötzlich war das Licht aus.,A2,adverb,Time,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0675,Polizei,die,police,Rufen Sie die Polizei!,A2,noun,Public services,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0676,Pommes frites,die,fries,Die Kinder essen Pommes frites.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0677,Portion,die,portion,Ich nehme eine kleine Portion Eis.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0678,Post,die,post office/mail,Ist Post für mich da?,A2,noun,Public services,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0679,Poster,das,poster,Das Poster hängt über dem Bett.,A2,noun,Home,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0680,Postkarte,die,postcard,Schreib mir eine Postkarte.,A2,noun,Communication,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0681,Postleitzahl,die,postal code,Wie ist Ihre Postleitzahl?,A2,noun,Administration,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0682,Praktikum,das,internship,Ich mache ein Praktikum.,A2,noun,Work,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0683,praktisch,,practical,Das neue Handy ist praktisch.,A2,adjective,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0684,Praxis,die,doctor's office/practice,Die Praxis öffnet um acht.,A2,noun,Health,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0685,Preis,der,price,Der Preis ist hoch.,A2,noun,Shopping,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0686,preiswert,,inexpensive,Die Jacke ist preiswert.,A2,adjective,Shopping,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0687,prima,,great,Das ist prima!,A2,adjective,Feelings,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0688,privat,,private,Das ist meine private Adresse.,A2,adjective,Administration,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0689,Problem,das,problem,Ich habe ein Problem.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0690,Produkt,das,product,Das Produkt ist neu.,A2,noun,Shopping,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0691,Projekt,das,project,Wir machen ein Projekt in der Schule.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0692,Prospekt,der,brochure,Bitte schicken Sie mir einen Prospekt.,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0693,prüfen,,to check/examine,Bitte prüfen Sie die Rechnung.,A2,verb,Administration,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0694,Prüfung,die,exam,Ich habe die Prüfung bestanden.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0695,Pullover,der,sweater,Ich brauche einen warmen Pullover.,A2,noun,Clothing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0696,pünktlich,,punctual/on time,Der Bus fährt pünktlich.,A2,adjective,Time,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0697,putzen,,to clean,Ich muss das Bad putzen.,A2,verb,Home,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0698,Qualität,die,quality,Die Qualität ist gut.,A2,noun,Shopping,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0699,Quiz,das,quiz,Sie hat beim Quiz gewonnen.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0700,Radio,das,radio,Ich höre im Auto Radio.,A2,noun,Media,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,"Good for broader adult vocabulary, optional for first tests."
a2_0701,raten,,to advise/guess,Was raten Sie mir?,A2,verb,Communication,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0702,Rathaus,das,town hall,Das Formular bekommen Sie im Rathaus.,A2,noun,Public services,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0703,Rätsel,das,riddle/puzzle,Das Rätsel ist schwierig.,A2,noun,Games,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0704,rauchen,,to smoke,Rauchen ist hier verboten.,A2,verb,Health,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0705,Raum,der,room,Der Unterricht ist in Raum 332.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
