id,German,Article,English,ExampleSentence,CEFR,WordType,Category,ArticleQuizEligible,Source,Notes,Priority,ReviewNote
a2_0617,Mütze,die,hat/cap,Im Winter trage ich eine Mütze.,A2,noun,Clothing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0619,Nachbar,der,neighbor,Mein Nachbar kommt aus Brasilien.,A2,noun,Housing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0620,Nachbarin,die,female neighbor,Meine Nachbarin ist freundlich.,A2,noun,Housing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0621,Nachricht,die,message/news,Ich schreibe dir eine Nachricht.,A2,noun,Communication,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0623,Nähe,die,nearby/vicinity,Die Post ist in der Nähe.,A2,noun,Directions,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0624,Name,der,name,Wie ist Ihr Name?,A2,noun,People,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0636,Norden,der,north,Hamburg liegt im Norden.,A2,noun,Directions,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0638,Note,die,grade/mark,Eva hat gute Noten.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0640,Notiz,die,note,Ich schreibe eine Notiz.,A2,noun,Communication,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0642,Nudel,die,noodle,Ich esse Nudeln mit Tomatensoße.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0643,Nummer,die,number,Welche Hausnummer haben Sie?,A2,noun,Numbers,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0648,Ohr,das,ear,Mein Ohr tut weh.,A2,noun,Body,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0649,Öl,das,oil,Wir brauchen Öl für den Salat.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0651,Onkel,der,uncle,Mein Onkel wohnt in Berlin.,A2,noun,Family,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0652,Opa,der,grandpa,Mein Opa liest Zeitung.,A2,noun,Family,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0653,Operation,die,operation/surgery,Die Operation ist morgen.,A2,noun,Health,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0654,Ordnung,die,order,Alles ist in Ordnung.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0655,Ort,der,place/town,Der Ort ist klein.,A2,noun,Directions,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0656,Osten,der,east,Wien liegt im Osten von Österreich.,A2,noun,Directions,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0657,Paar,das,couple/pair,Ich brauche ein Paar Schuhe.,A2,noun,People,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0660,Paket,das,package,Das Paket ist für Sie.,A2,noun,Shopping,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0661,Papier,das,paper,Ich brauche Papier und Bleistift.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0662,Papiere,die,papers/documents,Haben Sie Ihre Papiere dabei?,A2,noun,Administration,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0663,Parfüm,das,perfume,Ich suche ein Parfüm als Geschenk.,A2,noun,Shopping,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Optional,"Useful later, but not needed for v0 core."
a2_0664,Passwort,das,password,Ich habe mein Passwort vergessen.,A2,noun,Technology,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0665,Pause,die,break,Wir machen eine kurze Pause.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0666,Person,die,person,Der Eintritt kostet fünf Euro pro Person.,A2,noun,People,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0667,Pferd,das,horse,Amira liebt Pferde.,A2,noun,Animals,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0668,Pflanze,die,plant,Die Pflanze braucht Wasser.,A2,noun,Nature,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,"Good for broader adult vocabulary, optional for first tests."
a2_0669,Pizza,die,pizza,Mein Lieblingsessen ist Pizza.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0670,Plakat,das,poster,Wir machen ein Plakat im Unterricht.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0671,Plan,der,plan/map,Ich kaufe einen Stadtplan.,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0673,Platz,der,place/seat/square,Hier ist noch ein Platz frei.,A2,noun,Directions,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0675,Polizei,die,police,Rufen Sie die Polizei!,A2,noun,Public services,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0676,Pommes frites,die,fries,Die Kinder essen Pommes frites.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0677,Portion,die,portion,Ich nehme eine kleine Portion Eis.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0678,Post,die,post office/mail,Ist Post für mich da?,A2,noun,Public services,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0679,Poster,das,poster,Das Poster hängt über dem Bett.,A2,noun,Home,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0680,Postkarte,die,postcard,Schreib mir eine Postkarte.,A2,noun,Communication,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0681,Postleitzahl,die,postal code,Wie ist Ihre Postleitzahl?,A2,noun,Administration,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0682,Praktikum,das,internship,Ich mache ein Praktikum.,A2,noun,Work,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0684,Praxis,die,doctor's office/practice,Die Praxis öffnet um acht.,A2,noun,Health,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0685,Preis,der,price,Der Preis ist hoch.,A2,noun,Shopping,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0689,Problem,das,problem,Ich habe ein Problem.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0690,Produkt,das,product,Das Produkt ist neu.,A2,noun,Shopping,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0691,Projekt,das,project,Wir machen ein Projekt in der Schule.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0692,Prospekt,der,brochure,Bitte schicken Sie mir einen Prospekt.,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0694,Prüfung,die,exam,Ich habe die Prüfung bestanden.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0695,Pullover,der,sweater,Ich brauche einen warmen Pullover.,A2,noun,Clothing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0698,Qualität,die,quality,Die Qualität ist gut.,A2,noun,Shopping,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0699,Quiz,das,quiz,Sie hat beim Quiz gewonnen.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0700,Radio,das,radio,Ich höre im Auto Radio.,A2,noun,Media,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,"Good for broader adult vocabulary, optional for first tests."
a2_0702,Rathaus,das,town hall,Das Formular bekommen Sie im Rathaus.,A2,noun,Public services,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0703,Rätsel,das,riddle/puzzle,Das Rätsel ist schwierig.,A2,noun,Games,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0705,Raum,der,room,Der Unterricht ist in Raum 332.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0707,Rechnung,die,bill/invoice,Die Rechnung bitte.,A2,noun,Shopping,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0709,Regen,der,rain,Der Regen ist stark.,A2,noun,Weather,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0710,Regel,die,rule,Diese Regel ist wichtig.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0713,Reifen,der,tire,Wir müssen den Reifen wechseln.,A2,noun,Transport,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0714,Reis,der,rice,Ich esse Reis mit Gemüse.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0715,Reise,die,trip/journey,Wir machen eine Reise nach Österreich.,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0716,Reisebüro,das,travel agency,Wir buchen die Reise im Reisebüro.,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0717,Reiseführer,der,guidebook/tour guide,Ich kaufe einen Reiseführer.,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0721,Rentner,der,retiree,Mein Onkel ist Rentner.,A2,noun,People,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0722,Rentnerin,die,female retiree,Meine Tante ist Rentnerin.,A2,noun,People,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0723,Reparatur,die,repair,Die Reparatur ist teuer.,A2,noun,Home,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0726,Rest,der,rest/remainder,Den Rest gebe ich dir später.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0727,Restaurant,das,restaurant,Wir essen im Restaurant.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0728,Rezept,das,recipe/prescription,Hast du das Rezept für den Kuchen?,A2,noun,Health,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0729,Rezeption,die,reception,Geben Sie den Schlüssel an der Rezeption ab.,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0732,Rind,das,beef/cattle,Ich esse Fleisch vom Rind.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Optional,"Useful later, but not needed for v0 core."
a2_0733,Ring,der,ring,Ich habe meinen Ring verloren.,A2,noun,Clothing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0734,Rock,der,skirt,Der Rock ist zu kurz.,A2,noun,Clothing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0735,Roller,der,scooter,Der Roller steht vor dem Haus.,A2,noun,Transport,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0737,Rückfahrt,die,return trip,Die Rückfahrt ist am Sonntag.,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0738,Rucksack,der,backpack,Ich nehme meinen Rucksack mit.,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0739,Ruhe,die,peace/quiet,Ich brauche Ruhe.,A2,noun,Feelings,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0742,Rundgang,der,tour/walk around,Der Rundgang beginnt um zehn.,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0743,Sache,die,thing/matter,Das ist meine Sache.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0744,Saft,der,juice,Ich trinke Apfelsaft.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0746,Salat,der,salad,Der Salat ist frisch.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0747,Salz,das,salt,Kann ich bitte Salz haben?,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0749,Satz,der,sentence,Den Satz verstehe ich nicht.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0755,Schalter,der,counter/switch,Gehen Sie bitte zum Schalter drei.,A2,noun,Public services,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0759,Schlafzimmer,das,bedroom,Hier ist das Schlafzimmer.,A2,noun,Housing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0763,Schloss,das,castle/lock,Wir besichtigen ein Schloss.,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0764,Schluss,der,end,Zum Schluss sagen wir danke.,A2,noun,Time,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0765,Schlüssel,der,key,Ich finde meinen Schlüssel nicht.,A2,noun,Housing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0767,Schmerz,der,pain,Ich habe Bauchschmerzen.,A2,noun,Health,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0769,Schnee,der,snow,In den Bergen liegt Schnee.,A2,noun,Weather,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0773,Schokolade,die,chocolate,Julia liebt Schokolade.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0776,Schrank,der,cupboard/wardrobe,Die Gläser stehen im Schrank.,A2,noun,Home,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0780,Schuh,der,shoe,Die Schuhe sind zu eng.,A2,noun,Clothing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0781,Schule,die,school,Meine Tochter geht in die Schule.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0782,Schüler,der,student/pupil,Der Schüler lernt Deutsch.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0783,Schülerin,die,female student/pupil,Die Schülerin liest ein Buch.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0786,Schwein,das,pig,Ich esse kein Schweinefleisch.,A2,noun,Animals,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0789,Schwimmbad,das,swimming pool,Wir gehen ins Schwimmbad.,A2,noun,Sports,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,"Good for broader adult vocabulary, optional for first tests."
a2_0791,See,der,lake,Wir fahren an den See.,A2,noun,Nature,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,"Good for broader adult vocabulary, optional for first tests."
a2_0792,See,die,sea,Die See ist ruhig.,A2,noun,Nature,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,"Good for broader adult vocabulary, optional for first tests."
a2_0794,Sehenswürdigkeit,die,sight/attraction,Wien hat viele Sehenswürdigkeiten.,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0796,Seife,die,soap,Hier gibt es keine Seife.,A2,noun,Home,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0804,Seite,die,page/side,Öffnen Sie das Buch auf Seite 20.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0806,Sendung,die,program/broadcast,Welche Sendung schaust du gern?,A2,noun,Media,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,"Good for broader adult vocabulary, optional for first tests."
a2_0807,Service,der,service,Der Service im Restaurant ist gut.,A2,noun,Work,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0811,Situation,die,situation,Das ist eine schwierige Situation.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0813,Ski,der,ski,Wir fahren am Wochenende Ski.,A2,noun,Sports,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Optional,"Useful later, but not needed for v0 core."
a2_0815,Sofa,das,sofa,Das Sofa ist bequem.,A2,noun,Home,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0819,Sonne,die,sun,Die Sonne scheint.,A2,noun,Weather,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0824,Spaß,der,fun,Deutsch macht Spaß.,A2,noun,Feelings,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0828,Spaziergang,der,walk,Abends mache ich einen Spaziergang.,A2,noun,Movement,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0830,Speisekarte,die,menu,Bringen Sie bitte die Speisekarte.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0831,Spiel,das,game,Monopoly ist ein bekanntes Spiel.,A2,noun,Games,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0833,Sport,der,sport,Ich mache viel Sport.,A2,noun,Sports,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,"Good for broader adult vocabulary, optional for first tests."
a2_0835,Sportplatz,der,sports field,Das Training ist auf dem Sportplatz.,A2,noun,Sports,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,"Good for broader adult vocabulary, optional for first tests."
a2_0836,Sprache,die,language,Welche Sprachen sprichst du?,A2,noun,Language,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0838,Sprechstunde,die,consultation hours,Die Ärztin hat Sprechstunde.,A2,noun,Health,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0839,Stadt,die,city,Heidelberg ist eine alte Stadt.,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0840,Stadtplan,der,city map,Haben Sie einen Stadtplan?,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0841,Star,der,star,Diese Sängerin ist ein Star.,A2,noun,Culture,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,"Good for broader adult vocabulary, optional for first tests."
a2_0845,Stelle,die,job/place,Ich habe eine neue Stelle.,A2,noun,Work,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0848,Stiefel,der,boot,Die roten Stiefel sind teuer.,A2,noun,Clothing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0849,Stift,der,pen/pencil,Kannst du mir einen Stift geben?,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0850,Stipendium,das,scholarship,Sie bekommt ein Stipendium.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0851,Stock,der,floor/storey,Wir wohnen im ersten Stock.,A2,noun,Housing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0852,Stockwerk,das,floor/storey,Das Gebäude hat vier Stockwerke.,A2,noun,Housing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0854,Strand,der,beach,Im Urlaub bin ich gern am Strand.,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0855,Straße,die,street,In welcher Straße wohnen Sie?,A2,noun,Directions,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0856,Straßenbahn,die,tram,Wir fahren mit der Straßenbahn.,A2,noun,Transport,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0859,Stress,der,stress,Ich habe bei der Arbeit viel Stress.,A2,noun,Work,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0861,Stück,das,piece/play,Möchtest du ein Stück Kuchen?,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0862,Student,der,student,Ich bin Student.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0863,Studentin,die,female student,Meine Schwester ist Studentin.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0865,Studium,das,university studies,Das Studium dauert drei Jahre.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0866,Stuhl,der,chair,Ist der Stuhl frei?,A2,noun,Home,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0869,Supermarkt,der,supermarket,Ich kaufe im Supermarkt ein.,A2,noun,Shopping,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0870,Suppe,die,soup,Die Suppe schmeckt gut.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0873,Süßigkeiten,die,sweets/candy,Welche Süßigkeiten magst du?,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0875,Tabelle,die,table/chart,Schreiben Sie die Wörter in die Tabelle.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0876,Tablette,die,tablet/pill,Nehmen Sie eine Tablette.,A2,noun,Health,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0877,Tafel,die,board,Die Lehrerin schreibt an die Tafel.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0878,Tag,der,day,Heute ist ein schöner Tag.,A2,noun,Time,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0881,Tasche,die,bag,Die Tasche ist schwer.,A2,noun,Clothing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0882,Tasse,die,cup,"Eine Tasse Kaffee, bitte.",A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0883,Taxi,das,taxi,Wir fahren mit dem Taxi.,A2,noun,Transport,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
